rop_start,gnb_id,cell_id,profile,RRC_ConnEstabAtt,RRC_ConnEstabSucc,PDU_SesEstabAtt,PDU_SesEstabSucc,MM_HoExeAtt,MM_HoExeSucc,DRB_RelActNbr,DRB_RelActAbnormal,RRU_PrbTotDlUsedPct,DRB_UEThpDl_Mbps,DRB_UEThpUl_Mbps,RRC_ConnMean,Cell_UnavailSecs
2026-07-06T08:45:00,gNB-002,NRCell-006,degraded,217,212,209,202,64,61,202,3,54.0,221.4,35.8,35.8,0
2026-07-06T09:00:00,gNB-001,NRCell-001,urban,326,325,322,321,87,85,321,5,54.9,210.8,33.9,51.1,0
2026-07-06T09:00:00,gNB-001,NRCell-002,suburban,190,189,184,182,80,78,182,2,63.3,184.4,30.4,31.4,0
2026-07-06T09:00:00,gNB-001,NRCell-003,rural,70,70,68,68,21,14,68,2,61.2,199.3,33.5,15.7,0
2026-07-06T09:00:00,gNB-002,NRCell-004,urban,376,372,365,362,115,114,362,2,65.8,173.7,22.9,83.0,0
2026-07-06T09:00:00,gNB-002,NRCell-005,rural,51,50,49,49,13,13,49,1,59.4,199.5,28.9,10.3,0
2026-07-06T09:00:00,gNB-002,NRCell-006,degraded,225,216,208,202,82,79,202,7,54.4,196.5,31.2,45.7,0
2026-07-06T09:15:00,gNB-001,NRCell-001,urban,382,382,371,369,122,119,369,2,57.0,216.6,32.8,80.4,0
2026-07-06T09:15:00,gNB-001,NRCell-002,suburban,183,181,174,171,47,47,171,1,58.7,215.1,29.8,34.1,0
2026-07-06T09:15:00,gNB-001,NRCell-003,rural,78,76,72,70,25,17,70,4,63.1,200.2,33.8,14.9,0
2026-07-06T09:15:00,gNB-002,NRCell-004,urban,463,460,445,441,161,158,441,4,60.4,208.9,34.6,79.3,0
2026-07-06T09:15:00,gNB-002,NRCell-005,rural,44,44,42,42,18,16,42,0,60.7,203.6,26.7,11.6,0
2026-07-06T09:15:00,gNB-002,NRCell-006,degraded,256,243,240,237,84,83,237,4,63.4,184.5,25.4,53.8,0
2026-07-06T09:30:00,gNB-001,NRCell-001,urban,384,382,377,377,109,105,377,1,74.0,171.8,25.8,73.6,0
2026-07-06T09:30:00,gNB-001,NRCell-002,suburban,181,181,175,175,63,63,175,1,60.1,205.4,36.4,37.9,0
2026-07-06T09:30:00,gNB-001,NRCell-003,rural,86,85,83,83,25,25,83,1,63.2,186.8,31.8,19.8,0
2026-07-06T09:30:00,gNB-002,NRCell-004,urban,402,395,390,389,161,158,389,2,66.6,192.8,24.0,75.4,0
2026-07-06T09:30:00,gNB-002,NRCell-005,rural,50,50,49,49,21,21,49,0,69.4,180.1,28.7,10.7,0
2026-07-06T09:30:00,gNB-002,NRCell-006,degraded,214,206,198,193,67,64,193,3,68.8,161.6,26.8,49.6,0
2026-07-06T09:45:00,gNB-001,NRCell-001,urban,382,381,363,363,115,114,363,2,74.1,156.4,26.5,94.8,0
2026-07-06T09:45:00,gNB-001,NRCell-002,suburban,202,202,193,191,67,65,191,1,75.7,139.5,24.3,45.5,0
2026-07-06T09:45:00,gNB-001,NRCell-003,rural,78,77,74,73,21,21,73,0,75.4,161.8,24.8,17.7,0
2026-07-06T09:45:00,gNB-002,NRCell-004,urban,377,376,367,363,163,160,363,1,68.8,158.3,18.8,82.9,0
2026-07-06T09:45:00,gNB-002,NRCell-005,rural,58,56,53,53,19,19,53,1,69.5,180.7,22.8,10.0,0
2026-07-06T09:45:00,gNB-002,NRCell-006,degraded,240,228,219,211,69,64,211,6,67.9,180.7,18.9,35.8,0
2026-07-06T10:00:00,gNB-001,NRCell-001,urban,472,468,457,456,162,156,456,1,73.0,169.4,21.6,84.8,0
2026-07-06T10:00:00,gNB-001,NRCell-002,suburban,229,224,222,220,82,79,220,1,78.6,132.6,21.7,40.8,0
2026-07-06T10:00:00,gNB-001,NRCell-003,rural,65,65,63,63,21,21,63,1,81.6,126.4,15.6,15.8,0
2026-07-06T10:00:00,gNB-002,NRCell-004,urban,422,419,404,398,158,157,398,1,73.1,166.9,24.4,94.1,0
2026-07-06T10:00:00,gNB-002,NRCell-005,rural,55,54,52,52,17,15,52,0,74.7,142.1,21.6,8.3,0
2026-07-06T10:00:00,gNB-002,NRCell-006,degraded,235,225,215,210,56,55,210,2,68.2,162.3,22.7,42.7,0
2026-07-06T10:15:00,gNB-001,NRCell-001,urban,463,458,448,446,184,182,446,2,69.1,179.9,29.8,98.6,0
2026-07-06T10:15:00,gNB-001,NRCell-002,suburban,204,201,198,196,89,83,196,0,66.2,187.0,28.3,36.8,0
2026-07-06T10:15:00,gNB-001,NRCell-003,rural,81,80,76,76,30,29,76,2,82.9,136.5,24.2,16.0,0
2026-07-06T10:15:00,gNB-002,NRCell-004,urban,450,450,428,423,123,119,423,0,82.6,138.0,15.4,106.2,0
2026-07-06T10:15:00,gNB-002,NRCell-005,rural,60,60,58,58,24,24,58,0,72.8,152.0,17.6,13.2,0
2026-07-06T10:15:00,gNB-002,NRCell-006,degraded,255,243,232,224,108,94,224,4,80.6,144.0,25.6,55.4,0
2026-07-06T10:30:00,gNB-001,NRCell-001,urban,455,451,437,437,155,151,437,2,82.2,148.4,23.0,79.7,0
2026-07-06T10:30:00,gNB-001,NRCell-002,suburban,237,237,235,234,79,78,234,0,75.6,150.2,22.6,37.8,0
2026-07-06T10:30:00,gNB-001,NRCell-003,rural,82,82,78,78,34,34,78,0,71.0,162.4,17.8,16.5,0
2026-07-06T10:30:00,gNB-002,NRCell-004,urban,471,468,451,449,171,168,449,2,69.5,183.9,25.8,107.1,0
2026-07-06T10:30:00,gNB-002,NRCell-005,rural,68,68,67,65,17,17,65,0,75.9,146.9,17.2,15.6,0
2026-07-06T10:30:00,gNB-002,NRCell-006,degraded,248,239,231,224,71,68,224,6,85.4,126.5,16.1,58.7,0
2026-07-06T10:45:00,gNB-001,NRCell-001,urban,423,421,400,393,177,174,393,2,80.6,134.1,18.3,108.9,0
2026-07-06T10:45:00,gNB-001,NRCell-002,suburban,256,252,251,250,107,104,250,2,81.6,139.7,19.9,54.5,0
2026-07-06T10:45:00,gNB-001,NRCell-003,rural,91,90,87,87,35,35,87,1,85.7,129.6,20.6,13.9,0
2026-07-06T10:45:00,gNB-002,NRCell-004,urban,475,470,463,459,128,126,459,5,70.2,176.0,19.9,74.0,0
2026-07-06T10:45:00,gNB-002,NRCell-005,rural,58,58,57,57,21,21,57,3,88.1,114.6,17.6,12.0,0
2026-07-06T10:45:00,gNB-002,NRCell-006,degraded,277,258,247,239,110,106,239,7,86.6,137.2,16.7,51.0,0
2026-07-06T11:00:00,gNB-001,NRCell-001,urban,369,366,365,359,111,107,359,1,81.3,143.0,25.4,77.2,0
2026-07-06T11:00:00,gNB-001,NRCell-002,suburban,242,242,241,239,88,84,239,1,74.3,147.1,21.2,62.3,0
2026-07-06T11:00:00,gNB-001,NRCell-003,rural,83,82,78,77,22,22,77,0,72.6,158.6,19.4,22.5,0
2026-07-06T11:00:00,gNB-002,NRCell-004,urban,526,524,522,521,208,205,521,3,76.5,136.4,23.5,107.9,0
2026-07-06T11:00:00,gNB-002,NRCell-005,rural,67,65,62,62,27,26,62,2,88.1,109.3,13.2,12.4,0
2026-07-06T11:00:00,gNB-002,NRCell-006,degraded,307,289,285,276,94,81,276,5,76.0,164.3,22.9,68.4,0
2026-07-06T11:15:00,gNB-001,NRCell-001,urban,448,446,441,440,142,140,440,1,88.3,116.8,16.8,105.4,0
2026-07-06T11:15:00,gNB-001,NRCell-002,suburban,277,276,266,265,84,84,265,1,77.5,155.2,20.9,38.6,0
2026-07-06T11:15:00,gNB-001,NRCell-003,rural,76,76,75,74,20,20,74,2,72.9,154.2,24.0,19.2,0
2026-07-06T11:15:00,gNB-002,NRCell-004,urban,541,534,530,524,202,202,524,4,70.7,177.3,18.9,120.0,0
2026-07-06T11:15:00,gNB-002,NRCell-005,rural,71,70,67,66,18,18,66,1,80.8,152.2,23.5,9.9,0
2026-07-06T11:15:00,gNB-002,NRCell-006,degraded,325,313,302,299,84,79,299,10,76.0,157.4,26.1,64.3,0
2026-07-06T11:30:00,gNB-001,NRCell-001,urban,537,536,528,522,199,196,522,2,73.6,152.2,25.8,99.9,0
2026-07-06T11:30:00,gNB-001,NRCell-002,suburban,242,240,230,230,104,101,230,2,92.1,114.6,15.4,38.1,0
2026-07-06T11:30:00,gNB-001,NRCell-003,rural,87,86,82,80,33,32,80,0,89.1,117.4,17.1,19.7,0
2026-07-06T11:30:00,gNB-002,NRCell-004,urban,530,524,499,495,216,211,495,3,88.0,132.1,17.4,122.5,0
2026-07-06T11:30:00,gNB-002,NRCell-005,rural,71,70,69,69,23,22,69,0,81.7,141.2,20.2,17.3,0
2026-07-06T11:30:00,gNB-002,NRCell-006,degraded,270,258,254,250,107,97,250,3,71.8,170.5,24.8,59.4,0
2026-07-06T11:45:00,gNB-001,NRCell-001,urban,446,438,425,422,195,189,422,3,79.6,152.8,21.8,89.9,0
2026-07-06T11:45:00,gNB-001,NRCell-002,suburban,237,235,232,227,63,62,227,2,91.3,113.9,16.6,63.2,0
2026-07-06T11:45:00,gNB-001,NRCell-003,rural,78,78,74,74,27,26,74,1,81.4,140.4,15.2,19.8,0
2026-07-06T11:45:00,gNB-002,NRCell-004,urban,350,343,335,330,89,86,330,2,89.2,119.9,21.0,115.4,0
2026-07-06T11:45:00,gNB-002,NRCell-005,rural,66,65,63,63,27,27,63,0,83.5,132.6,21.1,11.9,0
2026-07-06T11:45:00,gNB-002,NRCell-006,degraded,340,322,320,312,89,82,312,5,75.3,152.1,20.7,64.6,0
2026-07-06T12:00:00,gNB-001,NRCell-001,urban,473,469,449,448,127,125,448,1,87.5,130.8,14.0,84.7,0
2026-07-06T12:00:00,gNB-001,NRCell-002,suburban,258,257,251,247,94,90,247,1,82.7,135.7,18.0,44.2,0
2026-07-06T12:00:00,gNB-001,NRCell-003,rural,106,102,97,97,28,28,97,0,74.8,141.8,20.4,22.7,0
2026-07-06T12:00:00,gNB-002,NRCell-004,urban,566,563,551,549,246,241,549,6,90.5,110.2,16.2,89.5,0
2026-07-06T12:00:00,gNB-002,NRCell-005,rural,68,67,65,64,19,17,64,0,82.7,145.9,17.6,16.4,0
2026-07-06T12:00:00,gNB-002,NRCell-006,degraded,338,329,327,322,99,95,322,10,91.3,119.6,15.9,52.6,0
2026-07-06T12:15:00,gNB-001,NRCell-001,urban,456,454,450,450,141,139,450,3,72.7,151.1,20.0,90.4,0
2026-07-06T12:15:00,gNB-001,NRCell-002,suburban,276,275,265,264,98,95,264,2,81.8,146.1,15.4,64.4,0
2026-07-06T12:15:00,gNB-001,NRCell-003,rural,99,98,94,91,31,30,91,0,76.2,162.4,16.8,21.7,0
2026-07-06T12:15:00,gNB-002,NRCell-004,urban,576,571,550,546,230,223,546,3,78.6,149.6,20.9,104.7,0
2026-07-06T12:15:00,gNB-002,NRCell-005,rural,70,70,68,67,28,27,67,0,89.4,124.5,19.6,17.1,0
2026-07-06T12:15:00,gNB-002,NRCell-006,degraded,289,279,269,263,82,77,263,9,73.3,169.0,28.0,60.2,0
2026-07-06T12:30:00,gNB-001,NRCell-001,urban,353,353,348,342,96,95,342,0,91.0,117.3,15.2,81.1,0
2026-07-06T12:30:00,gNB-001,NRCell-002,suburban,241,239,227,225,102,101,225,0,82.3,131.2,19.9,57.7,0
2026-07-06T12:30:00,gNB-001,NRCell-003,rural,87,85,82,81,37,36,81,1,75.8,149.3,17.3,17.9,0
2026-07-06T12:30:00,gNB-002,NRCell-004,urban,524,519,505,500,185,181,500,4,89.8,109.7,16.9,116.4,0
2026-07-06T12:30:00,gNB-002,NRCell-005,rural,63,63,61,61,21,21,61,0,76.0,137.8,22.2,13.3,0
2026-07-06T12:30:00,gNB-002,NRCell-006,degraded,291,287,276,270,109,94,270,4,80.6,147.8,26.1,71.4,0
2026-07-06T12:45:00,gNB-001,NRCell-001,urban,504,502,486,484,194,190,484,2,71.0,162.1,29.0,90.9,0
2026-07-06T12:45:00,gNB-001,NRCell-002,suburban,277,276,268,267,78,77,267,1,85.4,116.0,18.2,41.7,0
2026-07-06T12:45:00,gNB-001,NRCell-003,rural,88,88,85,84,22,19,84,0,81.9,138.2,17.9,21.7,0
2026-07-06T12:45:00,gNB-002,NRCell-004,urban,468,464,441,436,163,162,436,3,70.9,153.3,27.3,93.4,0
2026-07-06T12:45:00,gNB-002,NRCell-005,rural,68,68,65,65,21,21,65,1,92.5,106.4,15.1,13.6,0
2026-07-06T12:45:00,gNB-002,NRCell-006,degraded,258,251,246,241,101,95,241,10,74.7,165.9,28.2,45.9,0
2026-07-06T13:00:00,gNB-001,NRCell-001,urban,463,461,454,452,160,158,452,2,71.2,179.2,19.1,97.3,0
2026-07-06T13:00:00,gNB-001,NRCell-002,suburban,243,242,239,238,91,90,238,0,87.4,113.6,20.2,53.8,0
2026-07-06T13:00:00,gNB-001,NRCell-003,rural,82,82,78,78,24,23,78,0,86.4,114.2,14.0,15.9,0
2026-07-06T13:00:00,gNB-002,NRCell-004,urban,562,559,531,528,166,164,528,8,75.5,167.3,23.4,88.7,0
2026-07-06T13:00:00,gNB-002,NRCell-005,rural,66,64,61,61,21,21,61,0,73.5,158.7,17.1,16.9,0
2026-07-06T13:00:00,gNB-002,NRCell-006,degraded,274,262,261,256,86,78,256,4,74.6,142.2,20.3,56.1,0
2026-07-06T13:15:00,gNB-001,NRCell-001,urban,436,432,430,427,120,118,427,5,86.8,136.3,20.3,74.0,0
2026-07-06T13:15:00,gNB-001,NRCell-002,suburban,252,248,242,240,71,69,240,1,76.2,163.2,20.5,48.1,0
2026-07-06T13:15:00,gNB-001,NRCell-003,rural,84,83,82,81,20,20,81,1,85.0,133.7,17.3,14.2,0
2026-07-06T13:15:00,gNB-002,NRCell-004,urban,432,429,411,408,153,150,408,3,73.2,163.5,26.0,72.7,0
2026-07-06T13:15:00,gNB-002,NRCell-005,rural,63,61,60,60,26,26,60,1,71.6,155.6,18.2,13.5,0
2026-07-06T13:15:00,gNB-002,NRCell-006,degraded,300,286,278,263,122,112,263,4,79.4,147.3,15.2,56.4,0
2026-07-06T13:30:00,gNB-001,NRCell-001,urban,492,490,485,483,198,194,483,5,82.8,126.4,21.2,78.6,0
2026-07-06T13:30:00,gNB-001,NRCell-002,suburban,207,205,201,201,53,52,201,1,86.8,114.4,13.1,38.8,0
2026-07-06T13:30:00,gNB-001,NRCell-003,rural,69,69,68,68,21,20,68,0,76.1,167.1,25.1,12.7,0
2026-07-06T13:30:00,gNB-002,NRCell-004,urban,476,470,456,454,179,173,454,1,82.5,148.4,20.0,95.6,0
2026-07-06T13:30:00,gNB-002,NRCell-005,rural,65,65,63,63,21,19,63,1,83.4,138.4,15.1,14.7,0
2026-07-06T13:30:00,gNB-002,NRCell-006,degraded,254,241,235,227,67,61,227,3,74.8,142.9,19.1,55.2,0
2026-07-06T13:45:00,gNB-001,NRCell-001,urban,346,344,343,343,146,145,343,3,68.9,168.8,17.3,83.8,0
2026-07-06T13:45:00,gNB-001,NRCell-002,suburban,254,251,239,237,110,107,237,3,69.0,154.1,22.0,40.5,0
2026-07-06T13:45:00,gNB-001,NRCell-003,rural,79,78,76,74,20,20,74,0,86.4,133.6,21.8,13.0,0
2026-07-06T13:45:00,gNB-002,NRCell-004,urban,470,463,450,449,174,171,449,3,76.5,146.2,19.6,106.9,0
2026-07-06T13:45:00,gNB-002,NRCell-005,rural,58,58,56,56,24,24,56,0,87.3,111.3,14.5,10.6,0
2026-07-06T13:45:00,gNB-002,NRCell-006,degraded,261,252,240,235,70,65,235,3,81.3,151.7,22.1,49.8,0
2026-07-06T14:00:00,gNB-001,NRCell-001,urban,356,352,336,335,91,89,335,0,68.8,159.7,21.2,93.1,0
2026-07-06T14:00:00,gNB-001,NRCell-002,suburban,240,237,232,228,81,81,228,1,68.7,183.2,18.7,38.5,0
2026-07-06T14:00:00,gNB-001,NRCell-003,rural,75,75,71,71,24,24,71,1,84.6,140.9,18.4,15.6,0
2026-07-06T14:00:00,gNB-002,NRCell-004,urban,455,450,436,429,138,137,429,2,77.3,151.3,22.3,70.6,0
2026-07-06T14:00:00,gNB-002,NRCell-005,rural,56,55,53,52,15,15,52,0,85.0,122.7,14.2,15.6,0
2026-07-06T14:00:00,gNB-002,NRCell-006,degraded,253,242,241,232,79,71,232,2,69.6,179.9,30.5,58.3,0
2026-07-06T14:15:00,gNB-001,NRCell-001,urban,372,369,364,361,109,106,361,3,64.4,180.7,30.5,71.8,0
2026-07-06T14:15:00,gNB-001,NRCell-002,suburban,270,268,267,265,89,88,265,2,66.5,185.7,25.0,48.3,0
2026-07-06T14:15:00,gNB-001,NRCell-003,rural,78,76,74,74,33,30,74,0,78.6,140.4,17.0,12.2,0
2026-07-06T14:15:00,gNB-002,NRCell-004,urban,500,498,475,473,223,221,473,4,65.4,164.7,23.0,93.5,0
2026-07-06T14:15:00,gNB-002,NRCell-005,rural,60,59,57,57,17,17,57,1,67.7,174.2,28.4,11.1,0
2026-07-06T14:15:00,gNB-002,NRCell-006,degraded,248,240,234,228,75,69,228,9,76.8,162.0,22.2,55.1,0
2026-07-06T14:30:00,gNB-001,NRCell-001,urban,320,317,305,302,129,128,302,3,62.9,180.2,21.0,75.2,0
2026-07-06T14:30:00,gNB-001,NRCell-002,suburban,229,225,222,220,59,59,220,2,76.2,136.9,19.7,51.2,0
2026-07-06T14:30:00,gNB-001,NRCell-003,rural,85,84,80,80,33,32,80,0,65.8,190.8,34.3,15.3,0
2026-07-06T14:30:00,gNB-002,NRCell-004,urban,467,462,441,436,166,165,436,4,68.5,175.6,17.7,77.1,0
2026-07-06T14:30:00,gNB-002,NRCell-005,rural,62,62,61,60,24,24,60,0,79.5,130.0,22.2,10.4,0
2026-07-06T14:30:00,gNB-002,NRCell-006,degraded,227,218,211,209,58,53,209,4,73.9,159.7,23.6,61.6,0
2026-07-06T14:45:00,gNB-001,NRCell-001,urban,354,353,351,347,122,119,347,2,70.5,171.5,26.7,75.3,0
2026-07-06T14:45:00,gNB-001,NRCell-002,suburban,194,191,181,178,72,71,178,5,67.9,189.4,29.8,32.1,0
2026-07-06T14:45:00,gNB-001,NRCell-003,rural,84,83,82,82,24,24,82,0,69.3,157.3,23.7,15.6,0
2026-07-06T14:45:00,gNB-002,NRCell-004,urban,410,406,401,398,122,120,398,4,73.3,166.4,18.8,83.2,0
2026-07-06T14:45:00,gNB-002,NRCell-005,rural,52,51,50,50,21,21,50,0,68.9,182.8,32.3,11.4,0
2026-07-06T14:45:00,gNB-002,NRCell-006,degraded,220,204,196,192,81,73,192,5,64.8,178.6,28.0,53.5,0
2026-07-06T15:00:00,gNB-001,NRCell-001,urban,340,336,324,321,94,92,321,1,70.9,150.0,24.2,63.2,0
2026-07-06T15:00:00,gNB-001,NRCell-002,suburban,174,174,166,166,54,52,166,1,68.3,188.8,28.6,46.0,0
2026-07-06T15:00:00,gNB-001,NRCell-003,rural,72,71,69,68,27,27,68,0,62.6,201.8,28.2,11.6,0
2026-07-06T15:00:00,gNB-002,NRCell-004,urban,390,387,384,382,106,104,382,4,56.4,204.8,30.2,65.8,0
2026-07-06T15:00:00,gNB-002,NRCell-005,rural,62,62,61,60,26,26,60,1,64.8,194.5,29.0,11.7,0
2026-07-06T15:00:00,gNB-002,NRCell-006,degraded,247,236,229,226,73,66,226,4,62.3,187.3,20.8,38.7,0
2026-07-06T15:15:00,gNB-001,NRCell-001,urban,330,328,325,318,100,100,318,1,68.6,162.1,26.3,64.5,0
2026-07-06T15:15:00,gNB-001,NRCell-002,suburban,151,148,145,145,65,62,145,1,62.3,193.9,22.0,29.8,0
2026-07-06T15:15:00,gNB-001,NRCell-003,rural,72,69,68,67,28,28,67,0,65.3,193.9,21.9,17.8,0
2026-07-06T15:15:00,gNB-002,NRCell-004,urban,420,416,395,392,111,108,392,5,66.5,163.2,20.3,80.3,0
2026-07-06T15:15:00,gNB-002,NRCell-005,rural,47,46,43,43,16,16,43,0,66.9,173.4,21.9,8.8,0
2026-07-06T15:15:00,gNB-002,NRCell-006,degraded,218,211,206,203,55,52,203,7,68.2,172.2,27.8,34.5,0
2026-07-06T15:30:00,gNB-001,NRCell-001,urban,334,332,317,316,96,91,316,0,54.4,198.3,30.7,48.0,0
2026-07-06T15:30:00,gNB-001,NRCell-002,suburban,172,170,163,162,67,66,162,0,63.1,174.6,29.7,38.9,0
2026-07-06T15:30:00,gNB-001,NRCell-003,rural,83,80,78,76,22,22,76,1,61.2,197.1,30.7,11.5,0
2026-07-06T15:30:00,gNB-002,NRCell-004,urban,368,366,350,347,120,119,347,4,53.7,191.2,20.5,69.5,0
2026-07-06T15:30:00,gNB-002,NRCell-005,rural,57,57,55,55,23,23,55,0,70.7,161.8,26.2,13.7,0
2026-07-06T15:30:00,gNB-002,NRCell-006,degraded,238,233,223,218,77,73,218,4,62.0,173.1,25.6,43.1,0
2026-07-06T15:45:00,gNB-001,NRCell-001,urban,303,300,287,284,75,74,284,2,56.7,214.7,29.9,62.5,0
2026-07-06T15:45:00,gNB-001,NRCell-002,suburban,193,190,185,184,61,60,184,2,57.0,190.0,24.5,46.8,0
2026-07-06T15:45:00,gNB-001,NRCell-003,rural,72,72,68,67,21,21,67,1,60.2,196.0,34.1,10.9,0
2026-07-06T15:45:00,gNB-002,NRCell-004,urban,394,390,377,374,117,113,374,0,56.7,185.6,19.7,74.8,0
2026-07-06T15:45:00,gNB-002,NRCell-005,rural,47,47,46,44,17,17,44,0,58.9,214.3,38.5,11.2,0
2026-07-06T15:45:00,gNB-002,NRCell-006,degraded,194,191,188,182,78,73,182,4,65.5,174.1,22.9,35.9,0
2026-07-06T16:00:00,gNB-001,NRCell-001,urban,269,267,264,263,100,98,263,1,57.1,206.4,22.0,55.1,0
2026-07-06T16:00:00,gNB-001,NRCell-002,suburban,167,167,166,166,51,51,166,2,65.0,195.5,33.5,41.4,0
2026-07-06T16:00:00,gNB-001,NRCell-003,rural,77,76,75,73,27,26,73,2,72.7,157.6,18.0,15.3,0
2026-07-06T16:00:00,gNB-002,NRCell-004,urban,338,331,329,328,146,144,328,4,60.8,198.5,25.3,86.2,0
2026-07-06T16:00:00,gNB-002,NRCell-005,rural,51,50,49,49,17,17,49,0,59.0,179.3,27.2,9.2,0
2026-07-06T16:00:00,gNB-002,NRCell-006,degraded,228,221,220,219,69,65,219,5,57.4,209.1,28.6,40.2,0
2026-07-06T16:15:00,gNB-001,NRCell-001,urban,279,278,269,269,124,121,269,1,58.3,192.7,26.8,70.5,0
2026-07-06T16:15:00,gNB-001,NRCell-002,suburban,166,164,163,162,61,58,162,1,65.0,197.2,24.5,32.9,0
2026-07-06T16:15:00,gNB-001,NRCell-003,rural,66,66,64,64,25,24,64,0,63.0,181.7,19.9,13.1,0
2026-07-06T16:15:00,gNB-002,NRCell-004,urban,375,371,369,366,133,132,366,1,55.2,205.4,21.6,67.4,0
2026-07-06T16:15:00,gNB-002,NRCell-005,rural,49,49,46,46,18,18,46,0,68.4,175.3,24.8,8.6,0
2026-07-06T16:15:00,gNB-002,NRCell-006,degraded,190,180,175,169,56,49,169,3,51.7,211.2,28.7,37.4,0
2026-07-06T16:30:00,gNB-001,NRCell-001,urban,320,319,314,313,119,119,313,1,56.6,188.1,24.4,84.0,0
2026-07-06T16:30:00,gNB-001,NRCell-002,suburban,193,191,185,185,75,74,185,1,56.1,199.7,34.8,29.5,0
2026-07-06T16:30:00,gNB-001,NRCell-003,rural,67,66,65,65,22,20,65,1,71.8,164.8,22.7,15.5,0
2026-07-06T16:30:00,gNB-002,NRCell-004,urban,306,304,288,287,105,103,287,3,63.2,173.0,21.1,66.0,0
2026-07-06T16:30:00,gNB-002,NRCell-005,rural,53,51,48,48,14,13,48,1,66.0,160.8,17.9,11.8,0
2026-07-06T16:30:00,gNB-002,NRCell-006,degraded,182,174,169,165,60,56,165,6,63.9,201.0,31.2,36.9,0
2026-07-06T16:45:00,gNB-001,NRCell-001,urban,346,343,331,329,151,150,329,2,57.4,207.0,28.1,53.3,0
2026-07-06T16:45:00,gNB-001,NRCell-002,suburban,173,172,171,170,58,57,170,0,66.4,182.4,21.7,28.9,0
2026-07-06T16:45:00,gNB-001,NRCell-003,rural,78,78,74,74,26,25,74,0,66.7,189.3,28.2,16.4,0
2026-07-06T16:45:00,gNB-002,NRCell-004,urban,417,414,404,403,141,138,403,3,65.8,165.6,27.9,76.4,0
2026-07-06T16:45:00,gNB-002,NRCell-005,rural,51,50,49,49,16,16,49,1,59.8,178.9,24.2,10.7,0
2026-07-06T16:45:00,gNB-002,NRCell-006,degraded,221,217,209,204,88,82,204,10,58.8,187.1,20.2,41.0,0
2026-07-06T17:00:00,gNB-001,NRCell-001,urban,292,291,278,278,80,80,278,2,63.0,184.6,29.7,48.5,0
2026-07-06T17:00:00,gNB-001,NRCell-002,suburban,192,191,186,185,50,49,185,2,69.9,163.9,24.3,36.4,0
2026-07-06T17:00:00,gNB-001,NRCell-003,rural,59,59,56,55,15,15,55,0,60.5,206.7,29.4,14.3,0
2026-07-06T17:00:00,gNB-002,NRCell-004,urban,373,369,362,360,150,148,360,3,66.1,168.1,25.3,88.1,0
2026-07-06T17:00:00,gNB-002,NRCell-005,rural,51,49,47,46,21,21,46,0,62.0,192.8,29.0,10.7,0
2026-07-06T17:00:00,gNB-002,NRCell-006,degraded,242,230,220,217,81,76,217,3,67.6,172.1,27.9,57.6,0
2026-07-06T17:15:00,gNB-001,NRCell-001,urban,358,357,344,343,143,140,343,0,64.5,169.5,26.1,78.7,0
2026-07-06T17:15:00,gNB-001,NRCell-002,suburban,219,214,204,200,74,72,200,0,58.8,203.8,24.4,37.6,0
2026-07-06T17:15:00,gNB-001,NRCell-003,rural,68,68,67,67,30,30,67,1,70.5,173.2,17.9,17.8,0
2026-07-06T17:15:00,gNB-002,NRCell-004,urban,310,309,295,291,97,94,291,0,64.0,196.3,25.6,70.7,0
2026-07-06T17:15:00,gNB-002,NRCell-005,rural,57,57,55,55,16,16,55,0,68.7,171.6,28.2,9.4,0
2026-07-06T17:15:00,gNB-002,NRCell-006,degraded,218,208,197,195,62,56,195,6,56.1,187.5,22.6,48.1,0
2026-07-06T17:30:00,gNB-001,NRCell-001,urban,360,360,349,349,110,109,349,3,73.2,156.2,24.5,89.8,0
2026-07-06T17:30:00,gNB-001,NRCell-002,suburban,199,198,191,190,85,83,190,1,74.3,170.3,27.1,37.0,0
2026-07-06T17:30:00,gNB-001,NRCell-003,rural,68,67,66,62,26,26,62,0,62.6,191.6,26.5,17.1,0
2026-07-06T17:30:00,gNB-002,NRCell-004,urban,414,411,406,404,148,145,404,1,67.3,169.1,23.4,99.3,0
2026-07-06T17:30:00,gNB-002,NRCell-005,rural,47,46,45,45,12,12,45,0,77.1,153.0,18.6,10.8,0
2026-07-06T17:30:00,gNB-002,NRCell-006,degraded,245,238,230,221,59,55,221,2,67.3,179.6,26.8,50.8,0
2026-07-06T17:45:00,gNB-001,NRCell-001,urban,402,400,395,392,150,150,392,4,75.9,147.8,21.4,62.8,0
2026-07-06T17:45:00,gNB-001,NRCell-002,suburban,258,254,244,243,70,67,243,3,74.9,169.5,23.8,49.7,0
2026-07-06T17:45:00,gNB-001,NRCell-003,rural,98,96,95,94,39,37,94,1,77.4,140.8,23.1,16.6,0
2026-07-06T17:45:00,gNB-002,NRCell-004,urban,454,448,429,424,153,151,424,4,62.8,205.0,25.9,76.6,0
2026-07-06T17:45:00,gNB-002,NRCell-005,rural,54,52,50,50,16,15,50,0,67.7,169.9,27.5,11.4,0
2026-07-06T17:45:00,gNB-002,NRCell-006,degraded,288,268,264,258,107,102,258,2,60.7,198.5,32.3,59.5,0
2026-07-06T18:00:00,gNB-001,NRCell-001,urban,419,415,413,408,125,123,408,2,73.5,158.0,27.0,93.1,0
