timestamp,trace_id,supi,nf,event_type,result,detail
2026-07-06T13:56:36.899,4e1da710af,imsi-999705671789375,amf,REGISTRATION,OK,
2026-07-06T13:56:37.007,4e1da710af,imsi-999705671789375,smf,PDU_SESSION,OK,10.45.0.26
2026-07-06T13:58:01.743,1d055687cf,imsi-999702220416951,amf,REGISTRATION_REQUEST,OK,
2026-07-06T13:58:01.760,1d055687cf,imsi-999702220416951,ausf,AUTHENTICATION,OK,
2026-07-06T13:58:01.780,1d055687cf,imsi-999702220416951,amf,REGISTRATION,OK,
2026-07-06T13:58:01.934,1d055687cf,imsi-999702220416951,smf,PDU_SESSION,OK,10.45.0.135
2026-07-06T13:58:15.188,7ba0ad91f7,imsi-999709901383010,amf,REGISTRATION_REQUEST,OK,
2026-07-06T13:58:15.215,7ba0ad91f7,imsi-999709901383010,ausf,AUTHENTICATION,OK,
2026-07-06T13:58:15.242,7ba0ad91f7,imsi-999709901383010,amf,REGISTRATION,OK,
2026-07-06T13:58:15.394,7ba0ad91f7,imsi-999709901383010,smf,PDU_SESSION,OK,10.45.0.155
2026-07-06T13:58:16.575,90bde4d363,imsi-999706451090959,amf,REGISTRATION_REQUEST,OK,
2026-07-06T13:58:16.600,90bde4d363,imsi-999706451090959,ausf,AUTHENTICATION,OK,
2026-07-06T13:58:16.632,90bde4d363,imsi-999706451090959,amf,REGISTRATION,OK,
2026-07-06T13:58:16.814,90bde4d363,imsi-999706451090959,smf,PDU_SESSION,OK,10.45.0.93
2026-07-06T13:58:39.346,efd0ae3dba,imsi-999708662361488,amf,REGISTRATION_REQUEST,OK,
2026-07-06T13:58:39.356,efd0ae3dba,imsi-999708662361488,ausf,AUTHENTICATION,OK,
2026-07-06T13:58:39.382,efd0ae3dba,imsi-999708662361488,amf,REGISTRATION,OK,
2026-07-06T13:58:39.520,efd0ae3dba,imsi-999708662361488,smf,PDU_SESSION,FAIL,
2026-07-06T14:01:05.215,afb79ea9b8,imsi-999707019300401,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:01:05.232,afb79ea9b8,imsi-999707019300401,ausf,AUTHENTICATION,OK,
2026-07-06T14:01:05.250,afb79ea9b8,imsi-999707019300401,amf,REGISTRATION,OK,
2026-07-06T14:01:05.369,afb79ea9b8,imsi-999707019300401,smf,PDU_SESSION,OK,10.45.0.197
2026-07-06T14:01:36.290,b9c07f321a,imsi-999701751072659,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:01:36.307,b9c07f321a,imsi-999701751072659,ausf,AUTHENTICATION,OK,
2026-07-06T14:01:36.334,b9c07f321a,imsi-999701751072659,amf,REGISTRATION,OK,
2026-07-06T14:01:36.527,b9c07f321a,imsi-999701751072659,smf,PDU_SESSION,OK,10.45.0.83
2026-07-06T14:01:40.758,92df4b9dc6,imsi-999701092696105,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:01:40.770,92df4b9dc6,imsi-999701092696105,ausf,AUTHENTICATION,OK,
2026-07-06T14:01:40.783,92df4b9dc6,imsi-999701092696105,amf,REGISTRATION,OK,
2026-07-06T14:01:40.966,92df4b9dc6,imsi-999701092696105,smf,PDU_SESSION,OK,10.45.0.151
2026-07-06T14:02:23.909,0cbb48b973,imsi-999704094034620,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:02:23.933,0cbb48b973,imsi-999704094034620,ausf,AUTHENTICATION,OK,
2026-07-06T14:02:23.952,0cbb48b973,imsi-999704094034620,amf,REGISTRATION,OK,
2026-07-06T14:02:24.067,0cbb48b973,imsi-999704094034620,smf,PDU_SESSION,OK,10.45.0.65
2026-07-06T14:02:42.233,f04827dc51,imsi-999703713474508,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:02:42.247,f04827dc51,imsi-999703713474508,ausf,AUTHENTICATION,OK,
2026-07-06T14:02:42.268,f04827dc51,imsi-999703713474508,amf,REGISTRATION,OK,
2026-07-06T14:02:42.417,f04827dc51,imsi-999703713474508,smf,PDU_SESSION,OK,10.45.0.216
2026-07-06T14:03:20.873,a33be50cf3,imsi-999709044165220,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:03:20.901,a33be50cf3,imsi-999709044165220,ausf,AUTHENTICATION,OK,
2026-07-06T14:03:20.911,a33be50cf3,imsi-999709044165220,amf,REGISTRATION,OK,
2026-07-06T14:03:21.102,a33be50cf3,imsi-999709044165220,smf,PDU_SESSION,OK,10.45.0.197
2026-07-06T14:04:06.838,35f15ff534,imsi-999706615031203,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:04:06.846,35f15ff534,imsi-999706615031203,ausf,AUTHENTICATION,OK,
2026-07-06T14:04:06.861,35f15ff534,imsi-999706615031203,amf,REGISTRATION,OK,
2026-07-06T14:04:06.963,35f15ff534,imsi-999706615031203,smf,PDU_SESSION,OK,10.45.0.138
2026-07-06T14:05:33.236,c0c69940f6,imsi-999706730390128,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:05:33.244,c0c69940f6,imsi-999706730390128,ausf,AUTHENTICATION,OK,
2026-07-06T14:05:33.279,c0c69940f6,imsi-999706730390128,amf,REGISTRATION,OK,
2026-07-06T14:05:33.438,c0c69940f6,imsi-999706730390128,smf,PDU_SESSION,OK,10.45.0.33
2026-07-06T14:06:40.219,9cb6ffa0c2,imsi-999704151161670,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:06:40.243,9cb6ffa0c2,imsi-999704151161670,ausf,AUTHENTICATION,OK,
2026-07-06T14:06:40.258,9cb6ffa0c2,imsi-999704151161670,amf,REGISTRATION,OK,
2026-07-06T14:06:40.439,9cb6ffa0c2,imsi-999704151161670,smf,PDU_SESSION,OK,10.45.0.214
2026-07-06T14:07:04.272,5346a60aa1,imsi-999705164587609,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:07:04.282,5346a60aa1,imsi-999705164587609,ausf,AUTHENTICATION,OK,
2026-07-06T14:07:04.311,5346a60aa1,imsi-999705164587609,amf,REGISTRATION,OK,
2026-07-06T14:07:04.379,5346a60aa1,imsi-999705164587609,smf,PDU_SESSION,OK,10.45.0.109
2026-07-06T14:07:09.766,7ab4d345a6,imsi-999704510383503,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:07:09.792,7ab4d345a6,imsi-999704510383503,ausf,AUTHENTICATION,OK,
2026-07-06T14:07:09.805,7ab4d345a6,imsi-999704510383503,amf,REGISTRATION,OK,
2026-07-06T14:07:09.865,7ab4d345a6,imsi-999704510383503,smf,PDU_SESSION,OK,10.45.0.210
2026-07-06T14:08:29.419,c412ac2d4f,imsi-999701762227197,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:08:29.443,c412ac2d4f,imsi-999701762227197,ausf,AUTHENTICATION,OK,
2026-07-06T14:08:29.455,c412ac2d4f,imsi-999701762227197,amf,REGISTRATION,OK,
2026-07-06T14:08:29.617,c412ac2d4f,imsi-999701762227197,smf,PDU_SESSION,OK,10.45.0.60
2026-07-06T14:08:53.702,375c83e62e,imsi-999709647976476,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:08:53.716,375c83e62e,imsi-999709647976476,ausf,AUTHENTICATION,OK,
2026-07-06T14:08:53.756,375c83e62e,imsi-999709647976476,amf,REGISTRATION,OK,
2026-07-06T14:08:53.893,375c83e62e,imsi-999709647976476,smf,PDU_SESSION,OK,10.45.0.120
2026-07-06T14:09:03.981,584c22b987,imsi-999703767245424,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:09:03.998,584c22b987,imsi-999703767245424,ausf,AUTHENTICATION,OK,
2026-07-06T14:09:04.036,584c22b987,imsi-999703767245424,amf,REGISTRATION,OK,
2026-07-06T14:09:04.159,584c22b987,imsi-999703767245424,smf,PDU_SESSION,OK,10.45.0.120
2026-07-06T14:09:50.407,c24dd9ad47,imsi-999701269792685,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:09:50.429,c24dd9ad47,imsi-999701269792685,ausf,AUTHENTICATION,OK,
2026-07-06T14:09:50.451,c24dd9ad47,imsi-999701269792685,amf,REGISTRATION,OK,
2026-07-06T14:09:50.541,c24dd9ad47,imsi-999701269792685,smf,PDU_SESSION,OK,10.45.0.80
2026-07-06T14:10:05.363,efab0232b0,imsi-999702024778492,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:10:05.381,efab0232b0,imsi-999702024778492,ausf,AUTHENTICATION,OK,
2026-07-06T14:10:05.416,efab0232b0,imsi-999702024778492,amf,REGISTRATION,OK,
2026-07-06T14:10:05.535,efab0232b0,imsi-999702024778492,smf,PDU_SESSION,OK,10.45.0.91
2026-07-06T14:10:43.246,464fc24fca,imsi-999703911233801,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:10:43.263,464fc24fca,imsi-999703911233801,ausf,AUTHENTICATION,OK,
2026-07-06T14:10:43.301,464fc24fca,imsi-999703911233801,amf,REGISTRATION,OK,
2026-07-06T14:10:43.423,464fc24fca,imsi-999703911233801,smf,PDU_SESSION,OK,10.45.0.69
2026-07-06T14:11:10.423,413b1bb682,imsi-999707870049125,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:11:10.449,413b1bb682,imsi-999707870049125,ausf,AUTHENTICATION,OK,
2026-07-06T14:11:10.470,413b1bb682,imsi-999707870049125,amf,REGISTRATION,OK,
2026-07-06T14:11:10.552,413b1bb682,imsi-999707870049125,smf,PDU_SESSION,OK,10.45.0.14
2026-07-06T14:11:18.572,63f3afcd14,imsi-999702963353730,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:11:18.589,63f3afcd14,imsi-999702963353730,ausf,AUTHENTICATION,OK,
2026-07-06T14:11:18.616,63f3afcd14,imsi-999702963353730,amf,REGISTRATION,OK,
2026-07-06T14:11:18.745,63f3afcd14,imsi-999702963353730,smf,PDU_SESSION,OK,10.45.0.12
2026-07-06T14:11:30.424,b94ad517dd,imsi-999705779793259,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:11:30.436,b94ad517dd,imsi-999705779793259,ausf,AUTHENTICATION,OK,
2026-07-06T14:11:30.455,b94ad517dd,imsi-999705779793259,amf,REGISTRATION,OK,
2026-07-06T14:11:30.519,b94ad517dd,imsi-999705779793259,smf,PDU_SESSION,OK,10.45.0.105
2026-07-06T14:11:56.059,fea6b93b01,imsi-999707102606712,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:11:56.084,fea6b93b01,imsi-999707102606712,ausf,AUTHENTICATION,OK,
2026-07-06T14:11:56.109,fea6b93b01,imsi-999707102606712,amf,REGISTRATION,OK,
2026-07-06T14:11:56.244,fea6b93b01,imsi-999707102606712,smf,PDU_SESSION,OK,10.45.0.235
2026-07-06T14:12:46.297,ebfcbcdc2a,imsi-999702450813160,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:12:46.315,ebfcbcdc2a,imsi-999702450813160,ausf,AUTHENTICATION,OK,
2026-07-06T14:12:46.343,ebfcbcdc2a,imsi-999702450813160,amf,REGISTRATION,OK,
2026-07-06T14:12:46.530,ebfcbcdc2a,imsi-999702450813160,smf,PDU_SESSION,OK,10.45.0.197
2026-07-06T14:13:03.403,830bce031f,imsi-999709627179740,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:13:03.412,830bce031f,imsi-999709627179740,ausf,AUTHENTICATION,OK,
2026-07-06T14:13:03.424,830bce031f,imsi-999709627179740,amf,REGISTRATION,OK,
2026-07-06T14:13:03.591,830bce031f,imsi-999709627179740,smf,PDU_SESSION,OK,10.45.0.75
2026-07-06T14:15:48.848,4a397354cd,imsi-999705971780245,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:15:48.870,4a397354cd,imsi-999705971780245,ausf,AUTHENTICATION,OK,
2026-07-06T14:15:48.902,4a397354cd,imsi-999705971780245,amf,REGISTRATION,OK,
2026-07-06T14:15:48.973,4a397354cd,imsi-999705971780245,smf,PDU_SESSION,OK,10.45.0.52
2026-07-06T14:16:03.401,0c8dafd42f,imsi-999707415137968,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:16:03.421,0c8dafd42f,imsi-999707415137968,ausf,AUTHENTICATION,OK,
2026-07-06T14:16:03.448,0c8dafd42f,imsi-999707415137968,amf,REGISTRATION,OK,
2026-07-06T14:16:03.502,0c8dafd42f,imsi-999707415137968,smf,PDU_SESSION,OK,10.45.0.151
2026-07-06T14:16:05.351,d1a6563e42,imsi-999709926416976,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:16:05.377,d1a6563e42,imsi-999709926416976,ausf,AUTHENTICATION,OK,
2026-07-06T14:16:05.392,d1a6563e42,imsi-999709926416976,amf,REGISTRATION,OK,
2026-07-06T14:16:05.468,d1a6563e42,imsi-999709926416976,smf,PDU_SESSION,OK,10.45.0.175
2026-07-06T14:16:23.399,f44bf800f3,imsi-999702612174568,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:16:23.415,f44bf800f3,imsi-999702612174568,ausf,AUTHENTICATION,OK,
2026-07-06T14:16:23.449,f44bf800f3,imsi-999702612174568,amf,REGISTRATION,OK,
2026-07-06T14:16:23.616,f44bf800f3,imsi-999702612174568,smf,PDU_SESSION,OK,10.45.0.240
2026-07-06T14:18:19.873,699ee4f183,imsi-999706807284035,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:18:19.881,699ee4f183,imsi-999706807284035,ausf,AUTHENTICATION,OK,
2026-07-06T14:18:19.913,699ee4f183,imsi-999706807284035,amf,REGISTRATION,OK,
2026-07-06T14:18:20.076,699ee4f183,imsi-999706807284035,smf,PDU_SESSION,OK,10.45.0.235
2026-07-06T14:20:45.304,e0539b11d3,imsi-999706094181059,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:20:45.331,e0539b11d3,imsi-999706094181059,ausf,AUTHENTICATION,OK,
2026-07-06T14:20:45.351,e0539b11d3,imsi-999706094181059,amf,REGISTRATION,OK,
2026-07-06T14:20:45.529,e0539b11d3,imsi-999706094181059,smf,PDU_SESSION,OK,10.45.0.252
2026-07-06T14:21:06.716,e85b1d075f,imsi-999703368540321,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:21:06.732,e85b1d075f,imsi-999703368540321,ausf,AUTHENTICATION,OK,
2026-07-06T14:21:06.745,e85b1d075f,imsi-999703368540321,amf,REGISTRATION,OK,
2026-07-06T14:21:06.822,e85b1d075f,imsi-999703368540321,smf,PDU_SESSION,OK,10.45.0.86
2026-07-06T14:21:31.377,925d8f7ff9,imsi-999709382363646,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:21:31.407,925d8f7ff9,imsi-999709382363646,ausf,AUTHENTICATION,OK,
2026-07-06T14:21:31.433,925d8f7ff9,imsi-999709382363646,amf,REGISTRATION,OK,
2026-07-06T14:21:31.503,925d8f7ff9,imsi-999709382363646,smf,PDU_SESSION,OK,10.45.0.37
2026-07-06T14:23:10.694,729837a7ee,imsi-999706238285114,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:23:10.724,729837a7ee,imsi-999706238285114,ausf,AUTHENTICATION,OK,
2026-07-06T14:23:10.748,729837a7ee,imsi-999706238285114,amf,REGISTRATION,OK,
2026-07-06T14:23:10.892,729837a7ee,imsi-999706238285114,smf,PDU_SESSION,OK,10.45.0.225
2026-07-06T14:23:47.192,6049f80515,imsi-999706817681439,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:23:47.206,6049f80515,imsi-999706817681439,ausf,AUTHENTICATION,OK,
2026-07-06T14:23:47.222,6049f80515,imsi-999706817681439,amf,REGISTRATION,OK,
2026-07-06T14:23:47.358,6049f80515,imsi-999706817681439,smf,PDU_SESSION,OK,10.45.0.77
2026-07-06T14:24:54.037,e596df9a9c,imsi-999700031726724,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:24:54.048,e596df9a9c,imsi-999700031726724,ausf,AUTHENTICATION,OK,
2026-07-06T14:24:54.069,e596df9a9c,imsi-999700031726724,amf,REGISTRATION,OK,
2026-07-06T14:24:54.190,e596df9a9c,imsi-999700031726724,smf,PDU_SESSION,OK,10.45.0.99
2026-07-06T14:25:08.464,6cd620d2c8,imsi-999700106670927,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:25:08.488,6cd620d2c8,imsi-999700106670927,ausf,AUTHENTICATION,OK,
2026-07-06T14:25:08.498,6cd620d2c8,imsi-999700106670927,amf,REGISTRATION,OK,
2026-07-06T14:25:08.567,6cd620d2c8,imsi-999700106670927,smf,PDU_SESSION,OK,10.45.0.122
2026-07-06T14:25:20.651,ef67fe3871,imsi-999700176221900,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:25:20.680,ef67fe3871,imsi-999700176221900,ausf,AUTHENTICATION,OK,
2026-07-06T14:25:20.692,ef67fe3871,imsi-999700176221900,amf,REGISTRATION,OK,
2026-07-06T14:25:20.811,ef67fe3871,imsi-999700176221900,smf,PDU_SESSION,OK,10.45.0.68
2026-07-06T14:25:44.931,94eec7a62c,imsi-999706915272641,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:25:44.956,94eec7a62c,imsi-999706915272641,ausf,AUTHENTICATION,OK,
2026-07-06T14:25:44.977,94eec7a62c,imsi-999706915272641,amf,REGISTRATION,OK,
2026-07-06T14:25:45.027,94eec7a62c,imsi-999706915272641,smf,PDU_SESSION,OK,10.45.0.79
2026-07-06T14:26:01.480,5808d127ff,imsi-999707052394674,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:26:01.495,5808d127ff,imsi-999707052394674,ausf,AUTHENTICATION,OK,
2026-07-06T14:26:01.508,5808d127ff,imsi-999707052394674,amf,REGISTRATION,OK,
2026-07-06T14:26:01.562,5808d127ff,imsi-999707052394674,smf,PDU_SESSION,OK,10.45.0.151
2026-07-06T14:26:05.230,7459979b16,imsi-999709728281247,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:26:05.242,7459979b16,imsi-999709728281247,ausf,AUTHENTICATION,OK,
2026-07-06T14:26:05.279,7459979b16,imsi-999709728281247,amf,REGISTRATION,OK,
2026-07-06T14:26:05.389,7459979b16,imsi-999709728281247,smf,PDU_SESSION,OK,10.45.0.78
2026-07-06T14:26:49.085,d33dcb1683,imsi-999701031613726,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:26:49.100,d33dcb1683,imsi-999701031613726,ausf,AUTHENTICATION,OK,
2026-07-06T14:26:49.134,d33dcb1683,imsi-999701031613726,amf,REGISTRATION,OK,
2026-07-06T14:26:49.328,d33dcb1683,imsi-999701031613726,smf,PDU_SESSION,OK,10.45.0.238
2026-07-06T14:27:02.172,021c83ad6a,imsi-999700666864992,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:27:02.193,021c83ad6a,imsi-999700666864992,ausf,AUTHENTICATION,OK,
2026-07-06T14:27:02.222,021c83ad6a,imsi-999700666864992,amf,REGISTRATION,OK,
2026-07-06T14:27:02.316,021c83ad6a,imsi-999700666864992,smf,PDU_SESSION,OK,10.45.0.235
2026-07-06T14:27:29.821,51d2beb149,imsi-999707837201506,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:27:29.830,51d2beb149,imsi-999707837201506,ausf,AUTHENTICATION,OK,
2026-07-06T14:27:29.840,51d2beb149,imsi-999707837201506,amf,REGISTRATION,OK,
2026-07-06T14:27:29.910,51d2beb149,imsi-999707837201506,smf,PDU_SESSION,OK,10.45.0.211
2026-07-06T14:27:46.592,a54930d151,imsi-999705027782703,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:27:46.612,a54930d151,imsi-999705027782703,ausf,AUTHENTICATION,OK,
2026-07-06T14:27:46.633,a54930d151,imsi-999705027782703,amf,REGISTRATION,OK,
2026-07-06T14:27:46.752,a54930d151,imsi-999705027782703,smf,PDU_SESSION,OK,10.45.0.226
2026-07-06T14:28:27.416,067e4e163d,imsi-999700631891784,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:28:27.440,067e4e163d,imsi-999700631891784,ausf,AUTHENTICATION,OK,
2026-07-06T14:28:27.469,067e4e163d,imsi-999700631891784,amf,REGISTRATION,OK,
2026-07-06T14:28:27.592,067e4e163d,imsi-999700631891784,smf,PDU_SESSION,OK,10.45.0.10
2026-07-06T14:30:42.588,24dd84bffe,imsi-999704879090251,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:30:42.614,24dd84bffe,imsi-999704879090251,ausf,AUTHENTICATION,OK,
2026-07-06T14:30:42.650,24dd84bffe,imsi-999704879090251,amf,REGISTRATION,OK,
2026-07-06T14:30:42.769,24dd84bffe,imsi-999704879090251,smf,PDU_SESSION,OK,10.45.0.55
2026-07-06T14:30:49.252,04cdbac32d,imsi-999709935417208,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:30:49.271,04cdbac32d,imsi-999709935417208,ausf,AUTHENTICATION,OK,
2026-07-06T14:30:49.311,04cdbac32d,imsi-999709935417208,amf,REGISTRATION,OK,
2026-07-06T14:30:49.497,04cdbac32d,imsi-999709935417208,smf,PDU_SESSION,OK,10.45.0.14
2026-07-06T14:31:50.356,a6e02c5bf6,imsi-999701831328998,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:31:50.380,a6e02c5bf6,imsi-999701831328998,ausf,AUTHENTICATION,OK,
2026-07-06T14:31:50.392,a6e02c5bf6,imsi-999701831328998,amf,REGISTRATION,OK,
2026-07-06T14:31:50.589,a6e02c5bf6,imsi-999701831328998,smf,PDU_SESSION,OK,10.45.0.219
2026-07-06T14:32:21.086,fc5ec3eed5,imsi-999708575047572,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:32:21.114,fc5ec3eed5,imsi-999708575047572,ausf,AUTHENTICATION,OK,
2026-07-06T14:32:21.135,fc5ec3eed5,imsi-999708575047572,amf,REGISTRATION,OK,
2026-07-06T14:32:21.198,fc5ec3eed5,imsi-999708575047572,smf,PDU_SESSION,OK,10.45.0.48
2026-07-06T14:32:21.993,13b95e90f0,imsi-999705383724077,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:32:22.002,13b95e90f0,imsi-999705383724077,ausf,AUTHENTICATION,OK,
2026-07-06T14:32:22.040,13b95e90f0,imsi-999705383724077,amf,REGISTRATION,OK,
2026-07-06T14:32:22.205,13b95e90f0,imsi-999705383724077,smf,PDU_SESSION,OK,10.45.0.28
2026-07-06T14:32:41.525,6b8eb2c9a2,imsi-999703605173950,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:32:41.553,6b8eb2c9a2,imsi-999703605173950,ausf,AUTHENTICATION,OK,
2026-07-06T14:32:41.580,6b8eb2c9a2,imsi-999703605173950,amf,REGISTRATION,OK,
2026-07-06T14:32:41.737,6b8eb2c9a2,imsi-999703605173950,smf,PDU_SESSION,OK,10.45.0.185
2026-07-06T14:33:43.200,e47f90f3bc,imsi-999706805098763,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:33:43.218,e47f90f3bc,imsi-999706805098763,ausf,AUTHENTICATION,OK,
2026-07-06T14:33:43.238,e47f90f3bc,imsi-999706805098763,amf,REGISTRATION,OK,
2026-07-06T14:33:43.353,e47f90f3bc,imsi-999706805098763,smf,PDU_SESSION,OK,10.45.0.218
2026-07-06T14:33:50.584,452b013116,imsi-999707556797932,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:33:50.611,452b013116,imsi-999707556797932,ausf,AUTHENTICATION,OK,
2026-07-06T14:33:50.630,452b013116,imsi-999707556797932,amf,REGISTRATION,OK,
2026-07-06T14:33:50.699,452b013116,imsi-999707556797932,smf,PDU_SESSION,OK,10.45.0.240
2026-07-06T14:34:17.703,750f403eb6,imsi-999700718103440,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:34:17.712,750f403eb6,imsi-999700718103440,ausf,AUTHENTICATION,OK,
2026-07-06T14:34:17.729,750f403eb6,imsi-999700718103440,amf,REGISTRATION,OK,
2026-07-06T14:34:17.874,750f403eb6,imsi-999700718103440,smf,PDU_SESSION,OK,10.45.0.87
2026-07-06T14:35:00.410,b1e102ea4c,imsi-999704088718947,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:35:00.427,b1e102ea4c,imsi-999704088718947,ausf,AUTHENTICATION,OK,
2026-07-06T14:35:00.466,b1e102ea4c,imsi-999704088718947,amf,REGISTRATION,OK,
2026-07-06T14:35:00.522,b1e102ea4c,imsi-999704088718947,smf,PDU_SESSION,OK,10.45.0.59
2026-07-06T14:35:10.625,b6ac85329b,imsi-999704630247747,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:35:10.652,b6ac85329b,imsi-999704630247747,ausf,AUTHENTICATION,OK,
2026-07-06T14:35:10.674,b6ac85329b,imsi-999704630247747,amf,REGISTRATION,OK,
2026-07-06T14:35:10.769,b6ac85329b,imsi-999704630247747,smf,PDU_SESSION,OK,10.45.0.220
2026-07-06T14:35:16.976,55aec1d84c,imsi-999700237139298,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:35:17.004,55aec1d84c,imsi-999700237139298,ausf,AUTHENTICATION,OK,
2026-07-06T14:35:17.040,55aec1d84c,imsi-999700237139298,amf,REGISTRATION,OK,
2026-07-06T14:35:17.107,55aec1d84c,imsi-999700237139298,smf,PDU_SESSION,OK,10.45.0.19
2026-07-06T14:35:25.766,87ef026bc9,imsi-999704055532290,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:35:25.788,87ef026bc9,imsi-999704055532290,ausf,AUTHENTICATION,OK,
2026-07-06T14:35:25.803,87ef026bc9,imsi-999704055532290,amf,REGISTRATION,OK,
2026-07-06T14:35:25.961,87ef026bc9,imsi-999704055532290,smf,PDU_SESSION,OK,10.45.0.59
2026-07-06T14:36:33.035,44a5335f85,imsi-999704975362584,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:36:33.057,44a5335f85,imsi-999704975362584,ausf,AUTHENTICATION,OK,
2026-07-06T14:36:33.090,44a5335f85,imsi-999704975362584,amf,REGISTRATION,OK,
2026-07-06T14:36:33.246,44a5335f85,imsi-999704975362584,smf,PDU_SESSION,OK,10.45.0.184
2026-07-06T14:36:56.547,f26d8c8b2a,imsi-999702938560239,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:36:56.558,f26d8c8b2a,imsi-999702938560239,ausf,AUTHENTICATION,OK,
2026-07-06T14:36:56.580,f26d8c8b2a,imsi-999702938560239,amf,REGISTRATION,OK,
2026-07-06T14:36:56.778,f26d8c8b2a,imsi-999702938560239,smf,PDU_SESSION,OK,10.45.0.84
2026-07-06T14:37:16.264,03e6ab207b,imsi-999708614530005,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:37:16.275,03e6ab207b,imsi-999708614530005,ausf,AUTHENTICATION,OK,
2026-07-06T14:37:16.296,03e6ab207b,imsi-999708614530005,amf,REGISTRATION,OK,
2026-07-06T14:37:16.402,03e6ab207b,imsi-999708614530005,smf,PDU_SESSION,OK,10.45.0.11
2026-07-06T14:38:07.111,405618bc71,imsi-999706271074893,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:38:07.133,405618bc71,imsi-999706271074893,ausf,AUTHENTICATION,OK,
2026-07-06T14:38:07.143,405618bc71,imsi-999706271074893,amf,REGISTRATION,OK,
2026-07-06T14:38:07.263,405618bc71,imsi-999706271074893,smf,PDU_SESSION,OK,10.45.0.189
2026-07-06T14:39:37.901,c7dbd50bd0,imsi-999704962779091,amf,REGISTRATION_REQUEST,OK,
2026-07-06T14:39:37.916,c7dbd50bd0,imsi-999704962779091,ausf,AUTHENTICATION,OK,
2026-07-06T14:39:37.929,c7dbd50bd0,imsi-999704962779091,amf,REGISTRATION,OK,
2026-07-06T14:39:37.989,c7dbd50bd0,imsi-999704962779091,smf,PDU_SESSION,OK,10.45.0.230
2026-07-06T14:40:27.924,7e6f79ca6b,imsi-999709132737838,amf,REGISTRATION_REQUEST,OK,
